sweep_value,ghz_entropy_global_pure,ghz_entropy_global_circuit,ghz_entropy_pure,ghz_entropy_circuit,ghz_fidelity_reference_pure,ghz_fidelity_reference_circuit,ghz_concurrence_ab_pure,ghz_concurrence_ab_circuit,ghz_monogamy_pure,ghz_monogamy_circuit,w_entropy_global_pure,w_entropy_global_circuit,w_entropy_pure,w_entropy_circuit,w_fidelity_reference_pure,w_fidelity_reference_circuit,w_concurrence_ab_pure,w_concurrence_ab_circuit,w_monogamy_pure,w_monogamy_circuit
0.0,1.4415419267167124e-15,1.4415419267167124e-15,1.0,1.0,1.0000000000000009,1.0000000000000009,0.0,0.0,1.0000000000000004,1.0000000000000004,0.0,2.9022430939161657e-15,0.9182958340544896,0.9182958340544899,1.0000000000000004,0.9999999999999998,0.6666666666666666,0.6666666622365244,5.9068554492114345e-09,1.1813713396424674e-08
0.02,0.47771306415515896,0.0807931358959122,0.9999999999999999,1.0,0.9413238540121167,0.9900000015984425,0.0,0.0,0.9999999999999996,1.0,0.4517030774602535,0.3654801069885237,0.9226762997922611,0.9247548952670985,0.9434579769461244,0.9542478000343093,0.5230921137154945,0.5064933256460673,0.3474850836064463,0.37804820071969464
0.04,0.8192819292872829,0.14144054254182087,1.0,1.0,0.8852574843840674,0.9800000022490931,0.0,0.0,1.0000000000000007,1.0,0.7750048988693197,0.6294384743373623,0.926929361232184,0.9308117915080931,0.8893526935836439,0.910293656400107,0.444576009744156,0.4169441063963197,0.5051290344779531,0.5479672817179153
0.06,1.102788080062572,0.1943918578315762,1.0,1.0,0.8317440033747491,0.9700000027404752,0.0,0.0,1.0000000000000007,1.0,1.0444987565353248,0.8518067178531092,0.9310558233850332,0.9364854930116477,0.8376320026182952,0.8680916236084573,0.3777493931145016,0.3412166457114302,0.6205663475588084,0.668780205563551
0.08,1.3460292679894428,0.2422921890824144,1.0,1.0,0.7807265222148048,0.9600000031480749,0.0,0.0,1.0,1.0,1.276971597441011,1.0459560513445587,0.935056459206043,0.9417942121705587,0.7882437559889213,0.8275962351129168,0.3175256481291432,0.2737941019064849,0.7096833206220626,0.75867249961258
0.1,1.5579523184942163,0.2863969571159561,1.0000000000000002,1.0,0.7321481520648221,0.9500000035012761,0.0,0.0,1.000000000000001,1.0,1.4807758249972522,1.2184874890924935,0.938932010580795,0.9467554496831933,0.7411358055828116,0.7887625042958563,0.26193254305647545,0.2124815855017933,0.7793258956524797,0.8258860565899018
0.12,1.7441268587532222,0.3274449191544771,0.9999999999999999,1.0,0.6859520040629931,0.9400000038152153,0.0,0.0,0.9999999999999996,1.0,1.6610609105503344,1.3734363302396437,0.9426831892554919,0.9513860360145663,0.6962560032709393,0.7515459245170536,0.2099585286479897,0.15611220489001998,0.8334348324959415,0.8753712069328553
0.14,1.9084392240882133,0.3659236509002232,1.0000000000000002,1.0,0.6420811893375926,0.9300000040989255,0.0,0.0,1.0000000000000009,1.0,1.8213875342232593,1.5135670688943221,0.946310677714848,0.9557021687015771,0.6535522009171076,0.7159024691263558,0.16100314955226425,0.10396062749029772,0.8746547371006016,0.9105529876695354
0.16,2.0538036682527685,0.4021791902022722,1.0,1.0,0.6004788190116472,0.920000004358313,0.0,0.0,1.0000000000000004,1.0,1.9644033944766561,1.640914666073182,0.94981513001055,0.9597194459608446,0.6129722503813763,0.6817885914683927,0.11467577318695499,0.05552794053181326,0.904938440260788,0.9340044337766195
0.18,2.1825168689199885,0.4364698170641026,1.0,1.0,0.5610880042050785,0.9100000045974967,0.0,0.0,1.0,1.0,2.0921791437501893,1.7570531896411077,0.9531971725430557,0.9634528969971927,0.574464003521606,0.6491612248847218,0.0707056852032123,0.010445384159732063,0.9258236343821102,0.9477605027024675
0.2,2.2964557600810047,0.4689955935892811,1.0000000000000002,1.0,0.5238518560358112,0.9000000048194867,0.0,0.0,1.0000000000000013,1.0,2.206395353942565,1.8632450987801845,0.9564574047992596,0.9669170093596811,0.5379753121942655,0.617977782714944,0.02889637961070496,0.0,0.9385769120710357,0.9544823421868075
0.22,2.3971972176086966,0.4999159581645278,1.0,1.0,0.48871348562041267,0.890000005026559,0.0,0.0,1.0,1.0,2.308455330966084,1.960531188474928,0.9595964000483794,0.9701257536485955,0.5034540282548857,0.5881961582973335,0.0,0.0,0.9445135802469133,0.9588721600000001
0.24,2.4860950053772184,0.5293608652873643,1.0000000000000002,1.0,0.4556160040744751,0.8800000052204926,0.0,0.0,1.0000000000000016,1.0,2.39955746036198,2.0497881891279857,0.9626147059982519,0.9730926058397331,0.4708480035583395,0.5597747249692268,0.0,0.0,0.9486222222222231,0.9629309155555545
0.26,2.5643316421642846,0.557438185027989,1.0,1.0,0.4245025225128693,0.8700000054026991,0.0,0.0,1.0,1.0000000000000004,2.4807438576969987,2.1317674558780784,0.96551284541404,0.9758305674605536,0.44010508995901354,0.532672336067262,0.0,0.0,0.9525728395061728,0.9666815822222237
0.28,2.6329547047841517,0.584238811642856,1.0000000000000002,1.0,0.39531615204991344,0.86000000557433,0.0,0.0,1.000000000000001,1.0,2.5529343482788533,2.2071219726435705,0.9682913167012347,0.9783521838255249,0.411173139310935,0.5068483249275515,0.0,0.0,0.956365432098766,0.9701401599999993
0.3,2.692903017243747,0.6098403047163998,1.0,1.0,0.3680000037994888,0.8500000057363355,0.0,0.0,1.0000000000000002,1.0,2.6169509378366547,2.2764258033653717,0.9709505944546686,0.980669560514527,0.38400000346784996,0.4822625048857969,0.0,0.0,0.9599999999999997,0.9733222222222224
0.32,2.7450260052429245,0.6343095546405662,1.0000000000000002,1.0,0.342497188875125,0.8400000058895087,0.0,0.0,1.0000000000000016,1.0,2.6735358764109125,2.3401884759266744,0.9734911299751579,0.9827943782578754,0.35853353428328155,0.4588751692773689,0.0,0.0,0.9634765432098771,0.9762429155555559
0.34,2.790098271047947,0.6577047787442196,1.0,1.0,0.318750818390063,0.8300000060345233,0.0,0.0,1.0000000000000007,1.0,2.723365257595212,2.398865857570884,0.9759133517552443,0.9847379063740166,0.3347215836105778,0.4366470914373702,0.0,0.0,0.9667950617283954,0.9789169599999994
0.36,2.828830720791161,0.6800770457282796,1.0,1.0,0.29670400345730014,0.8200000061719538,0.0,0.0,1.0,1.0,2.7670594109681526,2.452868534796183,0.9782176659354247,0.9865110148906602,0.3125120033029387,0.41553952470068267,0.0,0.0,0.9699555555555552,0.9813586488888892
0.38,2.8618791326632325,0.7014714598838974,0.9999999999999998,1.0,0.276299855189625,0.8100000063022952,0.0,0.0,0.9999999999999991,1.0000000000000002,2.805190925903282,2.5025683764171203,0.9804044567321306,0.9881241854668721,0.29185264521344295,0.3955142024020014,0.0,0.0,0.972958024691357,0.9835818488888894
0.4,2.8898507736889094,0.721928094887363,1.0,1.0,0.2574814846996475,0.8000000064259812,0.0,0.0,1.0000000000000004,1.0000000000000002,2.838290879034011,2.5483037467968765,0.9824740868386408,0.989587521222056,0.2726913611950636,0.37653333787586357,0.0,0.0,0.9758024691358025,0.9856000000000014
0.42,2.9133094908886,0.7414827399312733,1.0,1.0,0.2401920030998151,0.7900000065433874,0.0,0.0,1.0,1.0,2.8668536646036826,2.5903836982597856,0.9844268978000112,0.9909107555676175,0.25497600310068463,0.35855962445666745,0.0,0.0,0.9784888888888883,0.9874261155555559
